speakers,dialogue
leonard,"Okay, I know you’re upset and there’s a lot of stuff going on, but it’s nothing we can’t work out. Come on, let’s get you home."
sheldon,No. I’ve reached my breaking point. I need to leave. Now.
penny,And go where?
sheldon,It doesn’t matter.
leonard,So a few things don’t go your way and your best decision is to ride the rails like a hobo?
sheldon,I suppose it is. Except I have a credit card. And I refuse to carry my laptop at the end of a stick. And I’d sooner die than eat beans out of a can.
leonard,"Come on, come home with us and tomorrow I’ll, I’ll take you to Legoland."
sheldon,Legoland is not the solution to everything. And it’s too much of a scene since that movie came out.
leonard,Then what can I do?
sheldon,"Leonard, I am overwhelmed. Everything is changing and it’s simply too much. I need to get away and think."
leonard,"Oh, come on, you know you’re overreacting."
penny,"Leonard, hang on. Just come here. Maybe we need to let him go."
leonard,What? Why?
penny,It might be good for him.
leonard,You know he can’t take a trip like this by himself.
penny,He’s a grown man.
leonard,"No, he looks like a grown man. You’ve seen Freaky Friday, sometimes little kids end up in big person bodies."
penny,"Leonard, we can’t protect him forever."
leonard,"I know, but…"
penny,"He’ll be okay. You taught him well, Padawan."
sheldon,"Good Lord. Padawan’s the student, not the teacher."
penny,"Seriously, let him go."
leonard,"Sheldon, if you really need to do this, I’m not gonna stand in your way."
sheldon,I do.
leonard,Okay. Good luck.
penny,Be safe and call us.
sheldon,I will.
leonard,"Bye, buddy. Sheldon?"
sheldon,Yes?
leonard,I’m gonna miss you.
sheldon,Of course you are.
leonard,He just made that easier.
penny,Mm.
howard,You sure?
bernadette,"So, she’s not too much for you?"
howard,You call her Debbie?
howard,Was that a little weird?
bernadette,"Yeah. I don’t know why, but something about it feels unnatural."
howard,"Okay, let’s go."
bernadette,Yep.
amy,"Okay, Sheldon, thanks for checking in. Talk to you tomorrow? Oh, okay, bye."
leonard,He’s okay?
amy,Actually sounds like he’s doing pretty well.
penny,I really think this is gonna be for the best.
leonard,"Me, too. And he was able to take a sabbatical from…"
amy,How could you let him go?
sheldon,"Excuse me. Is it at all possible that you’re knitting a pair of pants? Oh, well, no, you’re understandably terrified. But, you know, allow me to explain. 45 days ago, um, I embarked on a railroad journey of healing because my university was making me do string theory, and my favorite comic book store burned down, and when my room mate got engaged, my girlfriend wanted to move in with me, which was no doubt a ploy just to see my, well, excuse my language, but my bathing suit parts. Uh, sir, may I use your phone?"
sheldon,"Yeah, well, I understand that I’m half naked, but there is a reasonable explanation. While I slept in my sleeper car, all my possessions were stolen. Now, typically, I wear pyjamas, but I recently adopted a hobo lifestyle and pyjamas are the sleep-pants of the Man. I’ll have you know, Mahatma Gandhi wore no pants and a nation rallied behind him. My good man, now, before you walk away, I know that I may appear deranged, but I am, in fact, a world-renowned physicist. Ask me the difference between a boson and a fermion. Go ahead, ask. Bosons have integer spin, fermions have half-integer spin. My legs are getting cold. Why won’t anybody help me?"
leonard,Morning.
penny,Hi. Want to do yoga with me?
leonard,"Um, let me just have some coffee first, and then I’ll have the strength to tell you how much I won’t be doing that.  Hello?"
sheldon,"Hello, Leonard."
leonard,"Hey, buddy. Good to hear your voice."
sheldon,"Uh, I’m in Kingman, Arizona, and, uh, I need you to come pick me up."
leonard,I’d love to. I’m just about to do yoga with Penny.
sheldon,"Leonard, I’m at the police station. I was robbed. They took my phone, my wallet, my iPad, everything."
leonard,"Oh, my God, are you okay?"
sheldon,"No, I’m not okay. Uh, I’m wearing borrowed pants, I don’t have I.D., and one of the officers here won’t stop calling me chicken legs."
leonard,"Okay. Uh, I’ll, I’ll come get you. What’s the address?"
penny,"Hey, what’s going on?"
leonard,He got all of his stuff stolen.
penny,Oh.
sheldon,"2530 East Andy Devine Avenue,"
leonard,Okay.
sheldon,Hurry.
leonard,"Sheldon, hang tight. Hey, do you want me to bring anything?"
sheldon,"Oh, yes, please. A pair of pants. And my toothbrush. Yeah, and my mail. And a really good comeback for chicken legs, because “I know you are, but what am I?” was met with stony silence."
leonard,I’ll be there as soon as I can.
penny,Is he okay?
leonard,"Yeah, he’s fine, he’s just a little rattled."
penny,Oh.
leonard,Feel like driving to Arizona with me?
penny,"I can’t, I have that job interview."
leonard,"Oh, right."
penny,"Besides, I don’t need six hours of your hair is different, why did you change your hair? I’m holding my breath until your hair grows back."
leonard,"All right, fine. Hey, can you think of a reason I shouldn’t invite Amy to come with me?"
penny,Nope.
leonard,"Come on, you didn’t even try."
raj,Thanks for the lift.
howard,What’s wrong with your car?
raj,I’m having my windows untinted.
howard,Why?
raj,Got a hot girlfriend now. I want the haters to know.
howard,What are you talking about? No one’s paying attention to you.
raj,"Wow. How’s that Hater-Ade taste, bro? Hey, this isn’t the way to work."
howard,I just want to pop in and make sure Ma’s okay.
raj,I thought Stuart was looking after her.
howard,"He was, but now that her cast is off, he moved out. And honestly, I’m kind of glad. It was getting a little weird."
raj,How so?
howard,"I don’t know, they’re, chummy."
raj,Like us?
howard,"No, not like us. Creepy chummy, like you and your dog."
raj,She feeds him out of her own mouth?
howard,"I mean, he calls her Debbie, she calls him Stewie and they’re all giggly around each other. And believe me, when food goes in that mouth, it does not come out."
raj,So are you worried because he’s replacing you as a son or are you worried because he’s becoming her lover?
howard,"First of all, no one can replace me as a son. I’m her little matzo ball. And secondly, my mother is well past having any kind of sex life."
raj,"Okay, okay. Although many older women lead vibrant, active…"
howard,I said well past it.
sheldon,"Excuse me, Officer Hernandez? Any leads on the person who stole my belongings?"
sheldon,"Well, perhaps I can help. Sherlock Holmes always says when you eliminate the impossible, whatever remains, however improbable, must be the truth. Now, have, have you tried doing that?"
sheldon,"Well, maybe you should. There’s lots of books called Sherlock Holmes, and there’s no books called Officer Hernandez."
leonard,Thanks again for coming. Six hours was gonna be a long drive by myself.
amy,"My pleasure. And I’m not angry at all that my boyfriend was in trouble and called you instead of me. I love that,"
leonard,"Yeah, time’s gonna fly by."
penny,I haven’t been on a job interview in years. I’m really nervous.
bernadette,"Don’t be. You are built for pharmaceutical sales. You’re cute, you’re flirty and started that like there were gonna be three things."
penny,I don’t have any experience in sales. Unless you count the bikini car wash I did in high school. But you already made me take that off my résumé.
bernadette,"This job is a lot like being a waitress, except instead of pushing the fish tacos ’cause they’re about to go bad, you’re just pushing our antidepressants before the FDA finds out they may cause rectal bleeding."
penny,They do?
bernadette,"Maybe. But like our lawyers say, the world is full of things that can cause a rectum to bleed. Anyway, I talked you up to Dan. He’s the guy who’ll be interviewing you."
penny,"Oh, I really appreciate this. I just hope I’m not in over my head."
bernadette,You’ll be fine. Just be yourself.
penny,I wish I felt more confident.
bernadette,"Penny, I wouldn’t have put you up for this job if I didn’t think you could handle it."
penny,"Oh, thank you, but maybe I should cancel."
bernadette,It’s too late to cancel. You’re going.
penny,But I don’t know anything about pharmaceuticals.
bernadette,"Oh, I understand. You want to do something you’re already good at. I know. Why don’t I get you a job at the Sitting Around All Day Wearing Yoga Pants Factory?"
penny,They’re comfortable.
howard,"Ma, I hope you’re decent. Raj is here. You just started seeing naked women again, and I don’t want you to be confused about where the boobs should be."
howard,"Uh, what are you doing here? I thought you moved out."
howard,It’s not that precious.
raj,"I’d like to back you up, but it sounds like it was pretty precious."
howard,Or in her neck. Listen. You staying here seems like something she would’ve talked to me about.
raj,It wouldn’t kill you to pick up the phone.
sheldon,Any word on my stolen items?
sheldon,"You know, Sherlock Holmes liked to use cocaine to sharpen his focus. But I’m sure those Cool Ranch Doritos are doing the trick."
leonard,Sheldon.
sheldon,"Leonard. Oh, I’m so happy to see you."
amy,Are you okay?
