speakers,dialogue
ross," She's going in. Wait! He's going in! He's going in!! The door's closed! I, I can't see anything but the door closed!!"
chandler, And the inventor of the door rests happily in his grave.
ross," Okay, I have to do something. I mean, I have, I have to stop it!"
chandler, Stop what?!
ross," I don't know, but I ah, I have the feeling that my being there will do it. I'll go over and I will borrow something. Juice!! I need juice!!"
chandler, No!! You can't!! 
ross," Look, they must be stopped!"
chandler," I am your friend, and I am not gonna let you do this!!"
ross, I need juice! People need juice!!
chandler, Look man!
ross, People need juice!
chandler, Listen to me!!  
ross," Juice, I need..."
chandler," She's moving on! Okay, if it's not this guy, it's gonna be somebody else! And unless you're thinking about subletting my peep hole, you are going to have to get used to the fact that the relationship is over! Okay, man? It's over."
ross," Yeah, okay. "
chandler, Okay. 
ross, It's just I miss her so much.
chandler, I know.  
rachel," Oh. That's so Monica can keep track. That way if one on them is missing, she can be like, Where's number 27?!'"
rachel, Y'know what?
rachel, I can't do this.
rachel," Well, oh, Mark, I'm doing this for the wrong reasons, y'know? I'm just doing it to get back at Ross. I'm sorry, it's not very fair to you."
rachel, Oh God. I'm sorry about this.
rachel, You sure?
monica, Sure.
monica,"  Well, with all these doctors and nurses, I'm gonna say, midget rodeo."
monica," Okay. Umm, y'know, I don't think, I don't think I told you this, but umm, I just got out of a really serious relationship."
monica," So I did tell you. Okay, y'know, that really isn't the thing. Umm, the thing is that, right now I'm just in a place in my life where I need to focus on me. Y'know what I mean?"
monica, I so wanna be attracted to you.
monica, I'm sorry.
monica, It's not?
monica," Well, um, look I-I don't want this to come our wrong, but ah, you seem awfully confident for a guy I just told I wasn't attracted too."
chandler, I don't think this town is big enough for both of us to relax in.
chandler,"  Uh-oh, what did she do now?"
joey," Just because she went to Yale drama, she thinks she's like the greatest actress since, since, sliced bread!"
chandler," Ah, Sliced Bread, a wonderful Lady MacBeth."
joey," God, I just, I hate her! I hate her!! With her, Oh, I'm so talented.' and Oh, I'm so pretty,' and Ooh, I smell so good.'"
chandler, I think somebody has a crush on somebody.
joey," Hey, Chandler, can we please stay focused on my problem here?! Y'know?"
chandler," I'm talking about you. You big, big freak."
joey," Oh.  Ohh. Ohh, you're out of your mind."
chandler," Hey, you have nothing but talk about her for the last 48 hours! If you were in a school yard you'd be pulling her pigtails and pushing her down now!"
joey," Oh, yeah?! Then how come I keep thinking about her in all these sexual scenarios and stuff huh?!"
joey," Well, why don't you tell me what you're supposed to be! Huh? Because I sure as hell can't figure it out! I talk to you and it's nothin'. You look at me, and nothin'.  Nothing."
joey, Better?
joey," Ah, Kate? "
joey," You ah, you forgot your shoes."
joey," Hey, listen you ah...."
joey, ...feel like getting a cup of coffee?
joey," Yeah, yeah sure, goodnight."
phoebe,"  Why isn't it Spiderman? Y'know like Goldman, Silverman..."
chandler, Cause it's-it's not his last name.
phoebe, It isn't?
chandler," No, it's not like, like Phil Spiderman. He's a spider, man. Y'know like ah, like Goldman is a last name, but there's no Gold Man."
phoebe," Oh, okay. There should be Gold Man!"
rachel,  Hey!
monica," Hey, Rach, how was work?"
rachel," Oh, great. Although I did sit down where there wasn't a chair."
monica," By the way, Ross dropped by a box of your stuff."
rachel," Oh, well, I guess I had that one coming. I'm just gonna throw it out, it's probably just a bunch of shampoo and... "
monica, Something wrong?
rachel, 
chandler," So, ahh, what kind of powers would Gold Man have?"
phoebe," Okay well, he would turn things to gold."
chandler, What about things that are already gold?
phoebe," Ahh, his work is done."
chandler," Okay, let's play my game now."
phoebe, Okay. All right you yellow-bellied-lilly-livered-DRAW!! 
chandler," Wait a minute, wait. You're telling me this actress person is the only woman you ever wanted who didn't want you back?!"
joey, Yeah! Oh my God!  Is this what it's like to be you?
monica," Wow, you're really crazy about her, huh?"
joey," Oh, you have no idea. And-and when we're on stage I get to-to kiss her and-and touch her, but then she goes home with the director, and it's like somebody's ripping out my heart!"
phoebe," Oh, it's so great to see you feeling like this!"
ross,  Hey!
ross," Monica, uh Dad called this morning and ah, Aunt Silvia passed away."
monica," Yes!! Yes! Yeah, yeah, yeah!"
ross, We were all pretty shaken up about it.
phoebe," Wait, am I missing something though? Cause I thought death was something that's supposed to be sad, in a way."
ross," Well ah, Aunt Silvia was, well not a nice person."
monica," Oh, she was a cruel, cranky, old bitch!  And I'm sorry she died. Did Dad say I get the dollhouse?"
ross, You get the dollhouse.
monica, I get the dollhouse!
phoebe," Wow, a house for dolls, that is so cool! When I was kid, I had a barrel."
joey," Uh, Pheebs, you had a barrel for a dollhouse?"
phoebe," No, just a barrel."
monica," Y'know what, you can play with my dollhouse."
phoebe, Really?! Really?!
monica," Any time you want. Y'know, when I was younger, all I wanted to do was to play with this dollhouse, but no!! It was to be looked at, but never played with."
chandler, My Grandmother used to say that exact same thing to me.
rachel," Hey, Sophie!"
chandler, Hey.
rachel," Thanks for lunch, Chandler. Y'know, you didn't have to walk me all the way back up here."
chandler," Oh, that's-that's okay, no problem. "
rachel," Honey um, honey, you do realise that we don't keep the women's lingerie here in the office?"
chandler," Yes, I realise that."
rachel, Summer catalogue! 
chandler, That's the stuff! 
rachel,  Joanna.
chandler," Thanks, it's ah, Gaelic, for Thy turkey's done.' So ah, I'm gonna go, nice, nice meeting you."
rachel," Bye, Chandler."
rachel," Oh, nothing, he's just goofy like that, I actually, hardly notice it anymore."
rachel," No!! No! He's not married, or involved, with anyone!"
rachel," Well, I'll ask him for you, if you want me too?"
monica," Look at it! Ohhh! Wallpaper's a little faded, that's okay. Carpet's a little loose. Hardwood floors!!"
phoebe,  Hey!
chandler, Hello.
phoebe, Oh! Ooh! Oh Monica! It's so beautiful.
monica, I know!!!
phoebe," So, I'm here, ready to play."
monica, Okay.
phoebe," I brought a bunch of stuff for the house, so check it out. Ha-ha. "
monica, What's this?
phoebe," That's a dog, every house should have a dog."
monica, Not one that can pee on the roof.
phoebe," Well, maybe it's so big because the house was built on radioactive waste."
chandler,  And is this in case the house sneezes?
phoebe," No, no, that's the ghost for the attic."
monica, I don't want a ghost.
phoebe," Well, nobody wants a ghost. But you've got one, because the house is sitting on an ancient Indian burial ground."
ross," Wait a minute, the house was built on radioactive waste, and an ancient Indian burial ground? That would never happen."
phoebe," Okay, obviously you don't know much about the U.S. government."
rachel,  Hey!
rachel, I need to talk to you!
ross," Sure, what's up?"
rachel," Oh, sorry. I meant Chandler."
ross, I-I know. Well if something comes up... 
chandler," Oh, I'm glad you guys are past that little awkward phase."
rachel," Okay, my boss, Joanna, when you left, she started asking questions about you..."
chandler," Oh-ho, liked what she saw, huh? Dug my action, did she? Checkin' out the Chan-Chan man!"
rachel,"  surreal. Okay, what do think? Are you interested at all?"
chandler," Yeah, she seemed cool, attractive. I'll do it."
rachel," Oh thank you, Chandler, this is so great, she's gonna love me."
phoebe,  Roof! Rrroof-roof-roof!
monica," Okay, Phoebe, y'know what? That-that's it, that's it, all right? No dinosaurs, no ghosts, no giant dogs, okay? They're not the right size, they're not Victorian, and they just don't go."
phoebe," Okay,  fine. Come dinosaur, we're not welcome in the house of no imagination."
ross," Uh, Pheebs, while we're hovering around the subject. I just have to say dinosaurs, they-they don't go, rrroof!"
phoebe, The little ones do.
joey," Hey, Kate!"
joey," Listen, I ah, went to that restaurant that you were talking about last week..."
joey,"  And I ate the food, I had the fish, it was good, yeah. It was good, yeah..."
joey," Oh, hey! Joey Tribbiani."
joey,  What?!
joey," Get out of here, really?!"
joey, Yeah? 
joey, They gave me the shaft all right.
joey," Well Ahh,  yeah! Yeah, sure, a drink sounds great."
joey, All right.
phoebe, Hey! 
phoebe," Look everybody, look at my new dollhouse!!"
rachel, Wow!!
phoebe," Look, look! "
ross," Hey, what's this?!"
phoebe," Oh, okay, it's the slide instead of stairs. Watch this. "
monica," It's very interesting, Phoebe."
rachel, What's this?
phoebe," The Licorice Room, you can eat all the furniture. And, when guests come over, they can stay on the tootsie roll-away bed."
ross, This is the coolest house ever!!
phoebe," Hey, does anybody want to join me in the aroma room? "
rachel, All right!
ross, I would!
monica," Hey, guys, guys, did you see my new, china cabinet?!"
ross, Uh-huh.
phoebe," Watch, watch. "
ross, Ooohhhh!!
phoebe," And, and! "
ross, Ahhhh!!
chandler,"  Hey, my Father's house does that!"
rachel,"  O-o-o-okay, how did it go? Tell me everything."
chandler," Well, the movie was great, dinner was great, and there's nothing like a cool, crisp New York evening. "
rachel, Hmm.
chandler," Of course, I didn't get to enjoy any of that, because Joanna's such a big, dull dud!"
rachel, What?!
rachel," Oh, I...."
rachel," Oh, I know..."
joey," Come on baby, don't go. Please? What do you say?"
joey,  That guy's like a cartoon. What do you see in him anyway?
joey," Hey, I'm not interested in her sweater! It's what's underneath her sweater that counts. And besides, since ah, since when do you care who I'm going out with?"
joey, Do you want me to want you to care?
joey, What?
joey," Come on baby, don't go. Please? What do you say?"
joey," Hey, it's gonna be all right."
joey, What?
joey," Oh, yeah, with the mug painting. Yeah. I was so listening to that. But ah, y'know what, I think I kinda need to work on my stuff tonight."
